page_title	pl_title
冷泉元豊	立花道雪
冷泉為純	別所長治
冷泉為純	織田信長
冷泉為純	豊臣秀吉
冷泉隆豊	冷泉元満
冷泉隆豊	冷泉元豊
冷泉隆豊	吉見正頼
冷泉隆豊	大内晴持
冷泉隆豊	大内義興
冷泉隆豊	大内義隆
冷泉隆豊	平賀弘保
冷泉隆豊	平賀玄信
冷泉隆豊	戦国大名
冷泉隆豊	武田信玄
冷泉隆豊	毛利氏
冷泉隆豊	白井賢胤
冷泉隆豊	相良武任
冷泉隆豊	陶晴賢
出羽元倶	二宮就辰
出羽元倶	出羽元祐
出羽元倶	吉川元春
出羽元倶	天野元政
出羽元倶	小早川隆景
出羽元倶	末次元康
出羽元倶	毛利元就
出羽元倶	毛利元秋
出羽元倶	毛利氏
出羽元倶	毛利秀包
出羽元倶	毛利輝元
出羽元倶	毛利隆元
出羽元倶	穂井田元清
出羽元祐	内藤興盛
出羽元祐	出羽元倶
出羽元祐	口羽春良
出羽元祐	吉川之経
出羽元祐	大内義隆
出羽元祐	本城常光
出羽元祐	毛利元就
出羽元祐	毛利氏
出羽元祐	毛利輝元
分部光信	分部光勝
分部光信	分部光嘉
分部光信	富田信高
分部光信	本多忠政
分部光信	織田信長
分部光信	酒井重忠
分部光勝	分部光信
分部光勝	分部光嘉
分部光勝	織田信包
分部光勝	織田信長
分部光勝	豊臣秀吉
分部光嘉	分部光信
分部光嘉	分部光勝
分部光嘉	富田信高
分部光嘉	徳川家康
分部光嘉	細野藤光
分部光嘉	細野藤敦
分部光嘉	織田信包
分部光嘉	織田信長
分部光嘉	豊臣秀吉
分部光嘉	豊臣秀頼
分部光嘉	長野具藤
刑部経貞	宇都宮国綱
刑部経貞	豊臣秀吉
初鹿根伝右衛門	信濃村上氏
初鹿根伝右衛門	初鹿野忠次
初鹿根伝右衛門	村上義清
初鹿根伝右衛門	武田信玄
初鹿野信昌	初鹿野忠次
初鹿野信昌	加藤昌頼
初鹿野信昌	土屋昌恒
初鹿野信昌	徳川家康
初鹿野信昌	武田信玄
初鹿野信昌	武田勝頼
初鹿野信昌	跡部勝資
初鹿野信昌	長坂光堅
初鹿野忠次	上杉謙信
初鹿野忠次	初鹿野信昌
初鹿野忠次	加藤昌頼
別所則治	上原元秀
別所則治	宇野政秀
別所則治	山名政豊
別所則治	浦上則宗
別所則治	浦上村宗
別所則治	細川政元
別所則治	赤松則貞
別所則治	赤松義村
別所友之	別所安治
別所友之	別所治定
別所友之	別所長治
別所友之	織田信長
別所友之	豊臣秀吉
別所吉治	別所孫次郎
別所吉治	別所重宗
別所吉治	別所長治
別所吉治	山崎片家
別所吉治	徳川家康
別所吉治	徳川秀忠
別所吉治	福島正之
別所吉治	福島正則
別所吉治	豊臣秀吉
別所吉治	豊臣秀頼
別所吉親	別所友之
別所吉親	別所安治
別所吉親	別所就治
別所吉親	別所重宗
別所吉親	別所長治
別所吉親	畠山政国
別所吉親	織田信長
別所吉親	豊臣秀吉
別所孫次郎	伊東治明
別所孫次郎	別所吉治
別所孫次郎	徳川家康
別所孫次郎	桑山一直
別所安治	三好氏
別所安治	別所友之
別所安治	別所吉親
別所安治	別所就治
別所安治	別所治定
別所安治	別所重宗
別所安治	別所長治
別所安治	織田信長
別所安治	赤松義祐
別所安治	足利義昭
別所就治	三好長慶
別所就治	別所則治
別所就治	別所吉親
別所就治	別所安治
別所就治	別所重宗
別所就治	尼子晴久
別所就治	戦国大名
別所就治	有馬重則
別所就治	柳本賢治
別所就治	浦上村宗
別所就治	浦上氏
別所就治	淡河定範
別所就治	細川高国
別所就治	赤松義村
別所林治	別所長治
別所林治	尼子勝久
別所林治	山中幸盛
別所林治	織田信長
別所治定	別所友之
別所治定	別所吉親
別所治定	別所安治
別所治定	別所長治
別所重宗	別所吉治
別所重宗	別所吉親
別所重宗	別所安治
別所重宗	別所就治
別所重宗	別所長治
別所重宗	福島正之
別所重宗	福島正信
別所重宗	福島正則
別所重宗	織田信長
別所重宗	豊臣秀吉
別所重宗	足利義昭
別所長治	別所友之
別所長治	別所吉治
別所長治	別所吉親
別所長治	別所安治
別所長治	別所治定
別所長治	別所重宗
別所長治	太田牛一
別所長治	後藤基次
別所長治	戦国大名
別所長治	毛利氏
別所長治	波多野秀治
別所長治	浦上氏
別所長治	織田信長
別所長治	荒木村重
別所長治	豊臣秀吉
利光宗魚	大友義統
利光宗魚	大友義鎮
利光宗魚	大友義鑑
利光宗魚	島津家久
利光宗魚	立花道雪
刺賀長信	吉川元春
刺賀長信	宍戸隆家
刺賀長信	小笠原長雄
刺賀長信	尼子晴久
刺賀長信	毛利氏
刺賀長信	湯惟宗
前波吉継	前波景定
前波吉継	前波景当
前波吉継	富田長繁
前波吉継	戦国大名
前波吉継	朝倉義景
前波吉継	織田信長
前波景定	前波吉継
前波景定	前波景当
前波景定	織田信長
前波景当	前波吉継
前波景当	前波景定
前波景当	坂井政尚
前波景当	徳川家康
前波景当	朝倉景恒
前波景当	朝倉義景
前波景当	猪飼昇貞
前波景当	織田信長
前波景当	豊臣秀吉
前波景当	足利義昭
前田利久	佐脇良之
前田利久	前田利家
前田利久	前田利政
前田利久	前田利春
前田利久	前田利益
前田利久	前田利長
前田利久	前田安勝
前田利久	前田秀継
前田利久	前田長種
前田利久	奥村永福
前田利久	滝川益氏
前田利久	織田信長
前田利好	佐々成政
前田利好	前田利家
前田利好	前田安勝
前田利家	キリシタン大名
前田利家	上杉景勝
前田利家	不破光治
前田利家	不破直光
前田利家	中川光重
前田利家	中村一氏
前田利家	丹羽長秀
前田利家	伊達政宗
前田利家	佐々成政
前田利家	佐久間盛政
前田利家	佐脇良之
前田利家	前田利久
前田利家	前田利家
前田利家	前田利政
前田利家	前田利春
前田利家	前田利益
前田利家	前田利長
前田利家	前田安勝
前田利家	前田玄以
前田利家	前田秀継
前田利家	前田長種
前田利家	加藤嘉明
前田利家	加藤清正
前田利家	堀尾吉晴
前田利家	堀秀政
前田利家	塙直政
前田利家	増田長盛
前田利家	大野治長
前田利家	奥村永福
前田利家	宇喜多秀家
前田利家	安土桃山時代の人物一覧
前田利家	富田重政
前田利家	小早川隆景
前田利家	小西行長
前田利家	徳山則秀
前田利家	徳川家康
前田利家	戦国大名
前田利家	明智光秀
前田利家	村井長次
前田利家	村井長頼
前田利家	柴田勝家
前田利家	柴田氏
前田利家	森可成
前田利家	森成利
前田利家	毛利秀頼
前田利家	毛利輝元
前田利家	浅野幸長
前田利家	浅野長政
前田利家	生駒親正
前田利家	真田昌幸
前田利家	石田三成
前田利家	福富秀勝
前田利家	福島正則
前田利家	篠原一孝
前田利家	細川忠興
前田利家	細川忠隆
前田利家	織田信光
前田利家	織田信友
前田利家	織田信安
前田利家	織田信家
前田利家	織田信行
前田利家	織田信賢
前田利家	織田信長
前田利家	織田信雄
前田利家	織田秀信
前田利家	織田長益
前田利家	蒲生氏郷
前田利家	蜂須賀家政
前田利家	豊臣秀保
前田利家	豊臣秀勝
前田利家	豊臣秀吉
前田利家	豊臣秀次
前田利家	豊臣秀長
前田利家	豊臣秀頼
前田利家	足立六兵衛
前田利家	野々村正成
前田利家	金森長近
前田利家	長束正家
前田利家	長連龍
前田利家	雑賀衆
前田利家	高山右近
前田利家	高畠定吉
前田利政	前田利久
前田利政	前田利家
前田利政	前田利春
前田利政	前田利長
前田利政	前田長種
前田利政	大谷吉継
前田利政	大野治長
前田利政	山口宗永
前田利政	徳川家康
前田利政	横山長知
前田利政	毛利輝元
前田利政	石田三成
前田利政	蒲生氏郷
前田利政	豊臣秀吉
前田利春	佐脇良之
前田利春	前田利久
前田利春	前田利家
前田利春	前田利政
前田利春	前田利長
前田利春	前田安勝
前田利春	前田秀継
前田利春	前田長種
前田利春	林秀貞
前田利益	上杉景勝
前田利益	佐々成政
前田利益	前田利久
前田利益	前田利家
前田利益	前田利益
前田利益	前田利長
前田利益	前田安勝
前田利益	前田正虎
前田利益	北条氏邦
前田利益	古田重然
前田利益	安田能元
前田利益	春日元忠
前田利益	滝川一益
前田利益	滝川益氏
前田利益	滝川益重
前田利益	直江兼続
前田利益	神保氏張
前田利益	竹中重門
前田利益	細川幽斎
前田利益	織田信長
前田利益	豊臣秀吉
前田利秀	上杉景勝
前田利秀	佐々成政
前田利秀	前田利家
前田利秀	前田秀継
前田利秀	神保氏張
前田利秀	豊臣秀吉
前田利長	丹羽長重
前田利長	佐々成政
前田利長	前田利久
前田利長	前田利家
前田利長	前田利政
前田利長	前田利春
前田利長	前田長種
前田利長	増田長盛
前田利長	大野治長
前田利長	宇喜多秀家
前田利長	徳川家康
前田利長	徳川秀忠
前田利長	本多政重
前田利長	本多正信
前田利長	柴田勝家
前田利長	横山長知
前田利長	毛利輝元
前田利長	浅野幸長
前田利長	浅野長政
前田利長	石田三成
前田利長	織田信長
前田利長	織田信雄
前田利長	織田秀信
前田利長	織田頼長
前田利長	蒲生氏郷
前田利長	蒲生賢秀
前田利長	豊臣秀吉
前田利長	豊臣秀頼
前田利長	青山吉次
前田利長	高山右近
前田安勝	佐脇良之
前田安勝	前田利久
前田安勝	前田利好
前田安勝	前田利家
前田安勝	前田利春
前田安勝	前田利益
前田安勝	前田秀継
前田安勝	織田信長
前田安勝	青木信照
前田正虎	前田利久
前田正虎	前田利家
前田正虎	前田利益
前田正虎	前田利長
前田正虎	前田安勝
前田玄以	上杉景勝
前田玄以	中村一氏
前田玄以	前田利家
前田玄以	前田利長
前田玄以	前田秀以
前田玄以	前田茂勝
前田玄以	堀尾吉晴
前田玄以	堀尾忠氏
前田玄以	増田長盛
前田玄以	宇喜多秀家
前田玄以	小早川隆景
前田玄以	岡部長盛
前田玄以	徳川家康
前田玄以	村井貞勝
前田玄以	毛利輝元
前田玄以	浅野長政
前田玄以	生駒親正
前田玄以	石田三成
前田玄以	稲葉貞通
前田玄以	織田信忠
前田玄以	織田信長
前田玄以	織田信雄
前田玄以	織田秀信
前田玄以	菅沼定芳
前田玄以	蒲生氏郷
前田玄以	豊臣秀保
前田玄以	豊臣秀勝
前田玄以	豊臣秀吉
前田玄以	豊臣秀次
前田玄以	豊臣秀長
前田玄以	豊臣秀頼
前田玄以	長束正家
前田秀以	前田玄以
前田秀以	前田茂勝
前田秀以	堀尾忠氏
前田秀以	村井貞勝
前田秀以	石川忠総
前田秀以	稲葉貞通
前田秀以	豊臣秀吉
前田秀継	佐々平左衛門
前田秀継	佐々成政
前田秀継	佐脇良之
前田秀継	前田利久
前田秀継	前田利家
前田秀継	前田利春
前田秀継	前田利秀
前田秀継	前田安勝
前田秀継	神保氏張
前田秀継	豊臣秀吉
前田秀継	青山吉次
前田茂勝	前田玄以
前田茂勝	前田秀以
前田茂勝	堀尾忠氏
前田茂勝	岡部長盛
前田茂勝	松平康重
前田茂勝	石川忠総
前田茂勝	稲葉貞通
前田茂勝	細川幽斎
前田茂勝	菅沼定芳
前田長定	佐久間信栄
前田長定	佐久間信盛
前田長定	佐久間信辰
前田長定	前田利家
前田長定	前田利春
前田長定	前田長種
前田長定	徳川家康
前田長定	林秀貞
前田長定	林通具
前田長定	森可成
前田長定	滝川一益
前田長定	織田信長
前田長定	織田信雄
前田長種	前田利久
前田長種	前田利家
前田長種	前田利政
前田長種	前田利春
前田長種	前田利長
前田長種	前田長定
前田長種	徳川家康
前田長種	横山長知
前田長種	滝川一益
前田長種	織田信長
前田長種	織田信雄
前野忠康	前野景定
前野忠康	前野長康
前野忠康	小早川秀秋
前野忠康	島清興
前野忠康	田中吉政
前野忠康	石田三成
前野忠康	豊臣秀次
前野忠康	黒田長政
前野景定	中村一氏
前野景定	前野長康
前野景定	松井康之
前野景定	細川忠興
前野景定	豊臣秀吉
前野景定	豊臣秀次
前野長康	中村一氏
前野長康	前野忠康
前野長康	前野景定
前野長康	坪内利定
前野長康	小坂雄吉
前野長康	織田信長
前野長康	蜂須賀正勝
前野長康	豊臣秀吉
前野長康	豊臣秀次
副田吉成	徳川家康
副田吉成	織田信長
副田吉成	豊臣秀吉
割ヶ嶽図書介	上杉謙信
割ヶ嶽図書介	武田信玄
加久見左衛門	一条兼定
加久見左衛門	一条房家
加久見左衛門	一条教房
加久見左衛門	大塚八木右衛門
加地春綱	上杉謙信
加地春綱	上条定憲
加地春綱	中条藤資
加地春綱	加地秀綱
加地春綱	揚北衆
加地春綱	新発田綱貞
加地春綱	新発田長敦
加地春綱	本庄房長
加地春綱	本庄繁長
加地春綱	柿崎景家
加地春綱	竹俣昌綱
加地春綱	竹俣清綱
加地春綱	色部勝長
加地春綱	長尾為景
加地春綱	鮎川清長
加地春綱	黒川清実
加地秀綱	上杉景勝
加地秀綱	上杉景虎
加地秀綱	上杉謙信
加地秀綱	五十公野信宗
加地秀綱	加地春綱
加地秀綱	揚北衆
加地秀綱	新発田重家
加治田衆	井戸宇右衛門
加治田衆	佐藤信則
加治田衆	佐藤堅忠
加治田衆	佐藤忠康
加治田衆	佐藤忠能
加治田衆	大島光俊
加治田衆	大島光成
加治田衆	大島光政
加治田衆	大島光朝
加治田衆	大島光義
加治田衆	大島吉綱
加治田衆	徳川家康
加治田衆	斎藤元忠
加治田衆	斎藤利堯
加治田衆	斎藤利治
加治田衆	斎藤市郎左衛門
加治田衆	斎藤徳元
加治田衆	斎藤義興
加治田衆	明智光秀
加治田衆	梶田直繁
加治田衆	梶田繁政
加治田衆	森忠政
加治田衆	森長可
加治田衆	湯浅新六
加治田衆	白江権左衛門
加治田衆	織田信孝
加治田衆	織田信忠
加治田衆	織田信長
加治田衆	織田秀信
加治田衆	西尾氏教
加治田衆	西村治郎兵衛
加治田衆	速水守久
加治田衆	長沼三徳
加治田衆	長沼藤治兵衛
加藤光泰	一柳可遊
加藤光泰	一柳直末
加藤光泰	佐々成政
加藤光泰	加藤貞泰
加藤光泰	宮部長房
加藤光泰	徳川家康
加藤光泰	斎藤龍興
加藤光泰	明智光秀
加藤光泰	柴田勝家
加藤光泰	池田恒興
加藤光泰	浅井長政
加藤光泰	浅野幸長
加藤光泰	浅野長政
加藤光泰	石田三成
加藤光泰	竹中重門
加藤光泰	織田信長
加藤光泰	豊臣秀勝
加藤光泰	豊臣秀吉
加藤光泰	豊臣秀長
加藤吉成	伊丹忠親
加藤吉成	加藤重徳
加藤吉成	宇喜多秀家
加藤吉成	小西行長
加藤吉成	織田信長
加藤吉成	荒木村重
加藤吉成	豊臣秀吉
加藤吉成	足利義昭
加藤吉成	郡宗保
加藤吉成	黒田一成
加藤吉成	黒田孝高
加藤吉成	黒田長政
加藤嘉明	上杉景勝
加藤嘉明	九鬼嘉隆
加藤嘉明	井伊直政
加藤嘉明	佃十成
加藤嘉明	前田利家
加藤嘉明	加藤光泰
加藤嘉明	加藤清正
加藤嘉明	塙直之
加藤嘉明	宍戸景好
加藤嘉明	小早川隆景
加藤嘉明	小西行長
加藤嘉明	島津義弘
加藤嘉明	平岡直房
加藤嘉明	徳川家康
加藤嘉明	徳川秀忠
加藤嘉明	村上元吉
加藤嘉明	村上武吉
加藤嘉明	松下重綱
加藤嘉明	柴田勝家
加藤嘉明	毛利輝元
加藤嘉明	池田輝政
加藤嘉明	池田長政
加藤嘉明	河野通軌
加藤嘉明	浅野幸長
加藤嘉明	石田三成
加藤嘉明	福島正則
加藤嘉明	稲田示植
加藤嘉明	細川忠興
加藤嘉明	織田信長
加藤嘉明	羽柴秀勝
加藤嘉明	脇坂安治
加藤嘉明	蒲生秀行_(侍従)
加藤嘉明	藤堂高虎
加藤嘉明	豊臣秀吉
加藤嘉明	豊臣秀頼
加藤嘉明	足立重信
加藤嘉明	黒田長政
加藤弥三郎	佐脇良之
加藤弥三郎	太田牛一
加藤弥三郎	山口飛騨守
加藤弥三郎	岩室重休
加藤弥三郎	徳川家康
加藤弥三郎	織田信長
加藤弥三郎	赤川景弘
加藤弥三郎	長谷川橋介
加藤政貞	塩冶興久
加藤政貞	尼子勝久
加藤政貞	尼子清久
加藤政貞	尼子義久
加藤政貞	毛利氏
加藤政貞	織田信長
加藤政貞	豊臣秀吉
加藤昌頼	上杉謙信
加藤昌頼	初鹿野忠次
加藤昌頼	加藤景忠
加藤昌頼	北条氏照
加藤昌頼	武田信玄
加藤昌頼	武田信虎
加藤景忠	上杉謙信
加藤景忠	初鹿野信昌
加藤景忠	北条氏康
加藤景忠	武田信玄
加藤清忠	加藤清正
加藤清忠	斎藤道三
加藤清正	九鬼嘉隆
加藤清正	伊集院忠真
加藤清正	佐々成政
加藤清正	前田利家
加藤清正	加藤清忠
加藤清正	加藤重次
加藤清正	増田長盛
加藤清正	大木兼能
加藤清正	宍戸元続
加藤清正	小西行長
加藤清正	小野鎮幸
加藤清正	尾藤知宣
加藤清正	山崎片家
加藤清正	山路正国
加藤清正	庄林一心
加藤清正	後藤基次
加藤清正	徳川家康
加藤清正	斎藤利三
加藤清正	斎藤利宗
加藤清正	斎藤道三
加藤清正	斑鳩平次
加藤清正	有馬則頼
加藤清正	木山正親
加藤清正	梅北国兼
加藤清正	森本一久
加藤清正	榊原康政
加藤清正	毛利秀元
加藤清正	毛利輝元
加藤清正	水野忠重
加藤清正	浅野幸長
加藤清正	玉目丹波守_(初代)
加藤清正	生駒親正
加藤清正	相良頼房
加藤清正	石田三成
加藤清正	福島正則
加藤清正	立花宗茂
加藤清正	藤堂高虎
加藤清正	豊臣秀吉
加藤清正	豊臣秀頼
加藤清正	貴田孫兵衛
加藤清正	赤星統家
加藤清正	赤星親武
加藤清正	鍋島直茂
加藤清正	飯田直景
加藤清正	黒田孝高
加藤清正	黒田長政
加藤貞泰	一柳可遊
加藤貞泰	中村一忠
加藤貞泰	井伊直政
加藤貞泰	加藤光泰
加藤貞泰	小出吉政
加藤貞泰	島津義弘
加藤貞泰	徳川家康
加藤貞泰	徳川秀忠
加藤貞泰	石田三成
加藤貞泰	稲葉貞通
加藤貞泰	脇坂安元
加藤貞泰	脇坂安治
加藤貞泰	豊臣秀吉
加藤貞泰	豊臣秀頼
加藤貞泰	長束正家
加藤重徳	三淵藤英
加藤重徳	伊丹忠親
加藤重徳	加藤吉成
加藤重徳	和田惟政
加藤重徳	宇喜多直家
加藤重徳	宇喜多秀家
加藤重徳	小西行長
加藤重徳	栗山利安
加藤重徳	細川幽斎
加藤重徳	織田信長
加藤重徳	荒木村重
加藤重徳	豊臣秀吉
加藤重徳	足利義昭
加藤重徳	郡宗保
加藤重徳	黒田一成
加藤重徳	黒田孝高
加藤重徳	黒田長政
加藤重次	井上吉弘
加藤重次	佐々成政
加藤重次	加藤清正
加藤重次	森本一久
加藤重次	豊臣秀吉
加藤重次	飯田直景
加賀井重望	堀尾吉晴
加賀井重望	徳川家康
加賀井重望	水野勝成
加賀井重望	水野忠重
加賀井重望	石田三成
加賀井重望	織田信長
加賀井重望	織田信雄
加賀井重望	豊臣秀吉
加賀爪忠澄	上杉憲勝
加賀爪忠澄	上杉持朝
加賀爪忠澄	上杉朝定_(扇谷上杉家)
加賀爪忠澄	上杉朝興
加賀爪忠澄	上杉朝良
加賀爪忠澄	伊達政宗
加賀爪忠澄	内藤清成
加賀爪忠澄	加賀爪政尚
加賀爪忠澄	土井利勝
加賀爪忠澄	堀直之
加賀爪忠澄	天野康景
加賀爪忠澄	安藤直次
加賀爪忠澄	島田利正
加賀爪忠澄	徳川秀忠
加賀爪忠澄	板倉勝重
加賀爪忠澄	米津田政
加賀爪忠澄	細川忠興
加賀爪忠澄	酒井忠世
加賀爪忠澄	青山忠成
加賀爪政尚	上杉憲勝
加賀爪政尚	上杉持朝
加賀爪政尚	上杉朝定_(扇谷上杉家)
加賀爪政尚	上杉朝興
加賀爪政尚	上杉朝良
加賀爪政尚	加賀爪忠澄
加賀爪政尚	小笠原吉次
加賀爪政尚	徳川家康
勝沼信元	上杉謙信
勝沼信元	勝沼信友
勝沼信元	北条氏綱
勝沼信元	武田信玄
勝沼信元	武田信虎
勝沼信元	藤田康邦
勝沼信元	諏訪頼重_(戦国時代)
勝沼信友	上杉謙信
勝沼信友	今川氏輝
勝沼信友	勝沼信元
勝沼信友	北条氏綱
勝沼信友	小山田信有_(越中守)
勝沼信友	武田信友
勝沼信友	武田信玄
勝沼信友	武田信縄
勝沼信友	武田信虎
包久景勝	小早川隆景
包久景勝	毛利氏
包久景勝	織田信長
北之川親安	久武親直
北之川親安	波川清宗
北之川親安	長宗我部元親
北信愛	伊達政宗
北信愛	前田利家
北信愛	北信景
北信愛	北愛一
北信愛	北秀愛
北信愛	北致愛
北信愛	南部信直
北信愛	南部利直
北信愛	南部晴政
北信愛	南部晴継
北信愛	和賀忠親
北信愛	豊臣秀吉
北信景	伊達政宗
北信景	北信愛
北信景	南部利直
北信景	和賀忠親
北信景	桜庭光康
北信景	桜庭直綱
北信景	豊臣秀頼
北原兼孝	伊東義祐
北原兼孝	北原氏
北原兼孝	島津貴久
北原兼孝	平良兼賢
北原兼孝	肝付兼演
北原兼孝	馬関田右衛門佐
北原兼正	伊東義祐
北原兼正	北原兼親
北原兼正	北原氏
北原兼正	北郷時久
北原兼正	大河平隆利
北原兼正	島津歳久
北原兼正	島津貴久
北原兼正	白坂下総介
北原兼正	白坂昌棟
北原兼正	相良義陽
北原兼親	伊東義祐
北原兼親	北原氏
北原兼親	北郷時久
北原兼親	喜入久正
北原兼親	大河平隆次
北原兼親	島津義弘
北原兼親	島津貴久
北原兼親	白坂下総介
北原兼親	相良義陽
北原氏	上井兼政
北原氏	上村頼孝
北原氏	伊東尹祐
北原氏	伊東祐充
北原氏	伊東祐吉
北原氏	伊東祐国
北原氏	伊東義祐
北原氏	入来院重嗣
北原氏	入来院重豊_(10代当主)
北原氏	北原兼孝
北原氏	北原兼正
北原氏	北原兼親
北原氏	北郷忠相
北原氏	北郷時久
北原氏	大河平隆利
北原氏	大河平隆次
北原氏	島津久逸
北原氏	島津忠昌
北原氏	島津義弘
北原氏	島津貴久
北原氏	平良兼賢
北原氏	戦国大名
北原氏	樺山善久
北原氏	白坂下総介
北原氏	白坂昌棟
北原氏	相良義陽
北原氏	祁答院良重
北原氏	馬関田右衛門佐
北就勝	吉川元春
北就勝	吉川元経
北就勝	吉川興経
北就勝	毛利元就
北就勝	毛利弘元
北就勝	毛利氏
北就勝	毛利興元
北就勝	渋川義正
北就勝	相合元綱
北川宣勝	大村純頼
北川宣勝	山川賢信
北川宣勝	徳川家康
北川宣勝	浜田景隆
北川宣勝	豊臣秀頼
北川宣勝	長宗我部盛親
北愛一	九戸政実
北愛一	北信愛
北愛一	北秀愛
北愛一	南部信直
北条幻庵	上杉景虎
北条幻庵	上杉朝興
北条幻庵	上杉謙信
北条幻庵	北条早雲
北条幻庵	北条氏光
北条幻庵	北条氏尭
北条幻庵	北条氏康
北条幻庵	北条氏政
北条幻庵	北条氏時
北条幻庵	北条氏直
北条幻庵	北条氏綱
北条幻庵	北条氏隆
北条幻庵	北条為昌
北条幻庵	北条綱重
北条幻庵	北条長順
北条幻庵	松田憲秀
北条幻庵	板部岡江雪斎
北条幻庵	武田信玄
北条幻庵	武田信虎
北条幻庵	葛山氏広
北条幻庵	豊臣秀吉
北条広春	安田広春
北条康種	上杉謙信
北条康種	今川義元
北条康種	北条氏康
北条康種	北条氏政
北条康種	北条氏直
北条康種	北条綱高
北条康種	南条氏
北条康種	柿崎景家
北条康種	簗田晴助
北条康種	高橋種資
北条早雲	三浦時高
北条早雲	三浦義同
北条早雲	三浦義意
北条早雲	上杉憲房_(戦国時代)
北条早雲	上杉房能
北条早雲	上杉景虎
北条早雲	上杉朝興
北条早雲	上杉朝良
北条早雲	上杉謙信
北条早雲	上杉顕定
北条早雲	上杉顕実
北条早雲	上田政盛
北条早雲	今川氏親
北条早雲	伊勢弥二郎
北条早雲	佐竹義舜
北条早雲	六角高頼
北条早雲	内藤氏
北条早雲	北条幻庵
北条早雲	北条氏勝
北条早雲	北条氏康
北条早雲	北条氏政
北条早雲	北条氏時
北条早雲	北条氏盛
北条早雲	北条氏直
北条早雲	北条氏綱
北条早雲	北条氏繁
北条早雲	北条氏舜
北条早雲	北条氏規
北条早雲	北条氏隆
北条早雲	北条為昌
北条早雲	北条綱成
北条早雲	北条綱重
北条早雲	北条繁広
北条早雲	大内政弘
北条早雲	大内義興
北条早雲	大森氏頼
北条早雲	大森藤頼
北条早雲	大道寺盛昌
北条早雲	大道寺重時
北条早雲	太田道灌
北条早雲	宇都宮成綱
北条早雲	小笠原元続
北条早雲	小笠原定基
北条早雲	小笠原康広
北条早雲	小笠原秀清
北条早雲	尼子経久
北条早雲	山内上杉家
北条早雲	岩城由隆
北条早雲	徳川家康
北条早雲	戦国大名
北条早雲	斎藤道三
北条早雲	斯波義寛
北条早雲	松平長親
北条早雲	松永久秀
北条早雲	松田盛秀
北条早雲	武田信昌
北条早雲	武田信縄
北条早雲	武田信虎
北条早雲	油川信恵
北条早雲	細川政元
北条早雲	細川澄之
北条早雲	細川澄元
北条早雲	細川高国
北条早雲	結城政朝
北条早雲	織田信秀
北条早雲	芳賀高勝
北条早雲	葛山氏広
北条早雲	薬師寺長忠
北条早雲	足利成氏
北条早雲	足利政氏
北条早雲	足利義明
北条早雲	足利高基
北条早雲	鈴木繁宗
北条早雲	長尾景春
北条早雲	長尾為景
北条早雲	長尾能景
北条早雲	風魔小太郎
北条早雲	香西元長
北条早雲	高橋高種
北条早雲	龍造寺家兼
北条景広	上杉景勝
北条景広	上杉景虎
北条景広	上杉謙信
北条景広	北条高広
北条景広	畠山義隆
北条景広	荻田長繁
北条氏光	上杉景虎
北条氏光	上杉謙信
北条氏光	今川氏真
北条氏光	北条幻庵
北条氏光	北条氏尭
北条氏光	北条氏康
北条氏光	北条氏忠
北条氏光	北条氏政
北条氏光	北条氏照
北条氏光	北条氏直
北条氏光	北条氏繁
北条氏光	北条氏規
北条氏光	北条氏邦
北条氏光	北条氏隆
北条氏光	北条綱重
北条氏光	千葉親胤
北条氏光	太田康資
北条氏光	太田氏資
北条氏光	小笠原康広
北条氏光	徳川家康
北条氏光	松田憲秀
北条氏光	武田勝頼
北条氏光	笠原政尭
北条氏光	豊臣秀吉
北条氏光	足利義氏_(古河公方)
北条氏光	遠山綱景
北条氏勝	三宅康貞
北条氏勝	上杉景虎
北条氏勝	上杉氏憲_(深谷上杉氏)
北条氏勝	上田朝直
北条氏勝	北条幻庵
北条氏勝	北条早雲
北条氏勝	北条氏康
北条氏勝	北条氏忠
北条氏勝	北条氏成
北条氏勝	北条氏政
北条氏勝	北条氏時
北条氏勝	北条氏盛
北条氏勝	北条氏直
北条氏勝	北条氏綱
北条氏勝	北条氏繁
北条氏勝	北条氏舜
北条氏勝	北条氏規
北条氏勝	北条氏隆
北条氏勝	北条為昌
北条氏勝	北条綱成
北条氏勝	北条綱重
北条氏勝	北条繁広
北条氏勝	千葉直胤
北条氏勝	徳川家康
北条氏勝	徳川秀忠
北条氏勝	真木島昭光
北条氏勝	豊臣秀吉
北条氏勝	足利義昭
北条氏勝	鳥居元忠
北条氏尭	上杉謙信
北条氏尭	北条幻庵
北条氏尭	北条氏光
北条氏尭	北条氏康
北条氏尭	北条氏忠
北条氏尭	北条氏政
北条氏尭	北条氏綱
北条氏尭	北条氏規
北条氏尭	北条氏隆
北条氏尭	北条為昌
北条氏尭	正木頼忠
北条氏康	上杉憲政
北条氏康	上杉憲盛
北条氏康	上杉景虎
北条氏康	上杉朝定_(扇谷上杉家)
北条氏康	上杉朝興
北条氏康	上杉謙信
北条氏康	上田憲定
北条氏康	上田朝直
北条氏康	上田長則
北条氏康	上総酒井氏
北条氏康	今川氏真
北条氏康	今川氏親
北条氏康	今川義元
北条氏康	佐野宗綱
北条氏康	佐野昌綱
北条氏康	北条幻庵
北条氏康	北条早雲
北条氏康	北条氏光
北条氏康	北条氏勝
北条氏康	北条氏尭
北条氏康	北条氏忠
